ID (plot);ID (sub-block);Location;Cylinder number;Plant number;Type;Water height (theoretical);Water height (true);Inst_Water_height;Max_water_height;Speed;Flooded days;Control;ID (repetition);ID (date);"ID
 (unique ID number)";ID NMK;Dry weight (g);"Date sent 
to Nbo";Date drying;"Weight before
drying chamber (g)";"Weight after 
drying chamber (g)";"Weight paper
 bag (g)";Weight plastic bag (g);Drying duration;Comments;Dry_Matter;
;C21 - dm;Nfp;NF35;3;dry_matter;0;0;0;0;0;0;NF35;1;120201;1897;2532;;120227;120229;8,35;8,11;5,41;;;;0,24;
;C21 - Roots;Nfp;NF35;3;roots;0;0;0;0;0;0;NF35;2;120201;1898;2533;;120227;120229;9,06;8,77;5,42;;;;0,29;
;C21 - stem;Nfp;NF35;3;stems;0;0;0;0;0;0;NF35;3;120201;1899;2534;;120227;120229;14,26;12,65;5,43;;;;1,61;
;C21 - leaves;Nfp;NF35;3;leaves;0;0;0;0;0;0;NF35;4;120201;1900;2535;;120227;120229;10,02;9,62;5,44;;;;0,40;
;C22 - dm;Nfp;NF35;4;dry_matter;0;0;0;0;0;0;NF35;1;120201;1901;2536;;120227;120229;6,44;6,22;5,42;;;;0,22;
;C22 - Roots;Nfp;NF35;4;roots;0;0;0;0;0;0;NF35;2;120201;1902;2537;;120227;120229;5,88;5,68;5,41;;;;0,20;
;C22 - stem;Nfp;NF35;4;stems;0;0;0;0;0;0;NF35;3;120201;1903;2538;;120227;120229;10,99;10,23;5,43;;;;0,76;
;C22 - leaves;Nfp;NF35;4;leaves;0;0;0;0;0;0;NF35;4;120201;1904;2539;;120227;120229;7,08;6,86;5,43;;;;0,22;
;C23 - dm;Nfp;NF35;5;dry_matter;0;0;0;0;0;0;NF35;1;120201;1905;2540;;120227;120229;7,13;6,87;5,42;;;;0,26;
;C23 - Roots;Nfp;NF35;5;roots;0;0;0;0;0;0;NF35;2;120201;1906;2541;;120227;120229;6,35;6,16;5,43;;;;0,19;
;C23 - stem;Nfp;NF35;5;stems;0;0;0;0;0;0;NF35;3;120201;1907;2542;;120227;120229;16,29;15,08;5,42;;;;1,21;
;C23 - leaves;Nfp;NF35;5;leaves;0;0;0;0;0;0;NF35;4;120201;1908;2543;;120227;120229;7,95;7,71;5,41;;;;0,24;
;C24 - dm;Nfp;NF35;6;dry_matter;0;0;0;0;0;0;NF35;1;120201;1909;2544;;120227;120229;6,09;5,88;5,42;;;;0,21;
;C24 - Roots;Nfp;NF35;6;roots;0;0;0;0;0;0;NF35;2;120201;1910;2545;;120227;120229;6,34;6,08;5,42;;;;0,26;
;C24 - stem;Nfp;NF35;6;stems;0;0;0;0;0;0;NF35;3;120201;1911;2546;;120227;120229;9,6;9,08;5,41;;;;0,52;
;C24 - leaves;Nfp;NF35;6;leaves;0;0;0;0;0;0;NF35;4;120201;1912;2547;;120227;120229;7,11;6,89;5,42;;;;0,22;
;C25 - dm;Nfp;NF35;7;dry_matter;0;0;0;0;0;0;NF35;1;120201;1913;2548;;120227;120229;6,93;6,66;5,46;;;;0,27;
;C25 - Roots;Nfp;NF35;7;roots;0;0;0;0;0;0;NF35;2;120201;1914;2549;;120227;120229;6,26;6,03;5,43;;;;0,23;
;C25 - stem;Nfp;NF35;7;stems;0;0;0;0;0;0;NF35;3;120201;1915;2550;;120227;120229;14,7;12,97;5,62;;;;1,73;
;C25 - leaves;Nfp;NF35;7;leaves;0;0;0;0;0;0;NF35;4;120201;1916;2551;;120227;120229;8,01;7,75;5,36;;;;0,26;
;C26 - dm;Nfp;NF35;8;dry_matter;0;0;0;0;0;0;NF35;1;120201;1917;2552;;120227;120229;5,78;5,58;5,12;;;;0,20;
;C26 - Roots;Nfp;NF35;8;roots;0;0;0;0;0;0;NF35;2;120201;1918;2553;;120227;120229;6,11;5,93;5,32;;;;0,18;
;C26 - stem;Nfp;NF35;8;stems;0;0;0;0;0;0;NF35;3;120201;1919;2554;;120227;120229;10,18;9,51;5,41;;;;0,67;
;C26 - leaves;Nfp;NF35;8;leaves;0;0;0;0;0;0;NF35;4;120201;1920;2555;;120227;120229;7,1;6,83;5,44;;;;0,27;
;C27 - dm;Nfp;NF35;9;dry_matter;0;0;0;0;0;0;NF35;1;120201;1921;2556;;120227;120229;6,11;5,91;5,41;;;;0,20;
;C27 - Roots;Nfp;NF35;9;roots;0;0;0;0;0;0;NF35;2;120201;1922;2557;;120227;120229;8,52;8,22;5,36;;;;0,30;
;C27 - stem;Nfp;NF35;9;stems;0;0;0;0;0;0;NF35;3;120201;1923;2558;;120227;120229;10,8;9,95;5,38;;;;0,85;
;C27 - leaves;Nfp;NF35;9;leaves;0;0;0;0;0;0;NF35;4;120201;1924;2559;;120227;120229;7,68;7,44;5,42;;;;0,24;
;GPS228-1-0-leaves;Fldpln;F228-0;1;leaves;0;NA;0;NA;0;14;FldPln;;111124;928;1978;;111128;111202;7,73;7,45;7,3;;48HRS;hyp flooding in fldpln started on the 11/11;0,28;
;GPS228-1-0-D.M;Fldpln;F228-0;1;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;929;1979;;111128;111202;7,58;7,23;7,3;;48HRS;No plastic bag;0,35;
;GPS228-1-0-Stem;Fldpln;F228-0;1;stems;0;NA;0;NA;0;14;FldPln;;111124;930;1980;;111128;111202;9,07;7,61;7,3;;48HRS;No plastic bag;1,46;
;GPS228-1-0-roots;Fldpln;F228-0;1;roots;0;NA;0;NA;0;14;FldPln;;111124;931;1981;;111128;111202;8,19;7,79;7,3;;48HRS;No plastic bag;0,40;
;GPS228-2-0-leaves;Fldpln;F228-0;2;leaves;0;NA;0;NA;0;14;FldPln;;111124;932;1982;;111128;111202;7,83;7,4;7,3;;48HRS;No plastic bag;0,43;
;GPS228-2-0-dm;Fldpln;F228-0;2;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;933;1983;;111128;111202;7,61;7,32;7,3;;48HRS;No plastic bag;0,29;
;GPS228-2-0-stems;Fldpln;F228-0;2;stems;0;NA;0;NA;0;14;FldPln;;111124;934;1984;;111128;111202;8,38;7,67;7,3;;48HRS;No plastic bag;0,71;
;GPS228-2-0-roots;Fldpln;F228-0;2;roots;0;NA;0;NA;0;14;FldPln;;111124;935;1985;;111128;111202;7,69;7,27;7,3;;48HRS;No plastic bag;0,42;
;GPS228-3-0-leaves;Fldpln;F228-0;3;leaves;0;NA;0;NA;0;14;FldPln;;111124;936;1986;;111128;111202;7,92;7,55;7,3;;48HRS;No plastic bag;0,37;
;GPS228-3-0-dm;Fldpln;F228-0;3;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;937;1987;;111128;111202;7,66;7,38;7,3;;48HRS;No plastic bag;0,28;
;GPS228-3-0-stem;Fldpln;F228-0;3;stems;0;NA;0;NA;0;14;FldPln;;111124;938;1988;;111128;111202;10,85;8,98;7,3;;48HRS;No plastic bag;1,87;
;GPS228-3-0-roots;Fldpln;F228-0;3;roots;0;NA;0;NA;0;14;FldPln;;111124;939;1989;;111128;111202;7,83;7,59;7,2;;48HRS;No plastic bag;0,24;
;GPS261-1-0-leaves;Fldpln;F261-0;1;leaves;0;NA;0;NA;0;14;FldPln;;111124;940;1990;;111128;111202;8,1;7,74;7,3;;48HRS;No plastic bag;0,36;
;GPS261-1-0-dm;Fldpln;F261-0;1;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;941;1991;;111128;111202;7,46;7,14;7,1;;48HRS;No plastic bag;0,32;
;GPS261-1-0-stem;Fldpln;F261-0;1;stems;0;NA;0;NA;0;14;FldPln;;111124;942;1992;;111128;111202;8,35;7,81;8,3;;48HRS;No plastic bag;0,54;
;GPS261-1-0-roots;Fldpln;F261-0;1;roots;0;NA;0;NA;0;14;FldPln;;111124;943;1993;;111128;111202;8,49;8,09;8,1;;48HRS;No plastic bag;0,40;
;GPS261-2-0-leaves;Fldpln;F261-0;2;leaves;0;NA;0;NA;0;14;FldPln;;111124;944;1994;;111128;111202;9,63;9,09;7,2;;48HRS;No plastic bag;0,54;
;GPS261-2-0-dm;Fldpln;F261-0;2;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;945;1995;;111128;111202;7,72;7,42;8,2;;48HRS;No plastic bag;0,30;
;GPS261-2-0-stem;Fldpln;F261-0;2;stems;0;NA;0;NA;0;14;FldPln;;111124;946;1996;;111128;111202;14,33;11,93;8;;48HRS;No plastic bag;2,40;
;GPS261-2-0-roots;Fldpln;F261-0;2;roots;0;NA;0;NA;0;14;FldPln;;111124;947;1997;;111128;111202;11,54;10,85;7,4;;48HRS;No plastic bag;0,69;
;GPS261-3-0-leaves;Fldpln;F261-0;3;leaves;0;NA;0;NA;0;14;FldPln;;111124;948;1998;;111128;111202;7,73;9,05;7,4;;48HRS;No plastic bag;-1,32;
;GPS261-3-0-dm;Fldpln;F261-0;3;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;949;1999;;111128;111202;8,64;8,25;7,4;;48HRS;No plastic bag;0,39;
;GPS261-3-0-stems;Fldpln;F261-0;3;stems;0;NA;0;NA;0;14;FldPln;;111124;950;2000;;111128;111202;17,9;15,03;7,2;;48HRS;No plastic bag;2,87;
;GPS261-3-0-roots;Fldpln;F261-0;3;roots;0;NA;0;NA;0;14;FldPln;;111124;951;2001;;111128;111202;8,22;7,79;7,3;;48HRS;No plastic bag;0,43;
;GPS261-4-0-leaves;Fldpln;F261-0;4;leaves;0;NA;0;NA;0;14;FldPln;;111124;952;2002;;111128;111202;8,19;7,77;7,3;;48HRS;No plastic bag;0,42;
;GPS261-4-0-dm;Fldpln;F261-0;4;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;953;2003;;111128;111202;7,57;7,2;7,3;;48HRS;No plastic bag;0,37;
;GPS261-4-0-stems;Fldpln;F261-0;4;stems;0;NA;0;NA;0;14;FldPln;;111124;954;2004;;111128;111202;10,63;9,8;7,3;;48HRS;No plastic bag;0,83;
;GPS261-4-0-roots;Fldpln;F261-0;4;roots;0;NA;0;NA;0;14;FldPln;;111124;955;2005;;111128;111202;10,44;9,8;7,3;;48HRS;No plastic bag;0,64;
;GPS261-5-0-leaves;Fldpln;F261-0;5;leaves;0;NA;0;NA;0;14;FldPln;;111124;956;2006;;111128;111202;8,6;8,13;7,3;;48HRS;No plastic bag;0,47;
;GPS261-5-0-dm;Fldpln;F261-0;5;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;957;2007;;111128;111202;7,61;7,25;7,3;;48HRS;No plastic bag;0,36;
;GPS261-5-0-stems;Fldpln;F261-0;5;stems;0;NA;0;NA;0;14;FldPln;;111124;958;2008;;111128;111202;13,58;12,1;7,3;;48HRS;No plastic bag;1,48;
;GPS261-5-0-roots;Fldpln;F261-0;5;roots;0;NA;0;NA;0;14;FldPln;;111124;959;2009;;111128;111202;9,4;8,96;7,4;;48HRS;No plastic bag;0,44;
;GPS261-6-0-leaves;Fldpln;F261-0;6;leaves;0;NA;0;NA;0;14;FldPln;;111124;960;2010;;111128;111202;9,71;9,08;7,3;;48HRS;No plastic bag;0,63;
;GPS261-6-0-dm;Fldpln;F261-0;6;dry_matter;0;NA;0;NA;0;14;FldPln;;111124;961;2011;;111128;111202;8,38;8,06;7,3;;48HRS;No plastic bag;0,32;
;GPS261-6-0-stems;Fldpln;F261-0;6;stems;0;NA;0;NA;0;14;FldPln;;111124;962;2012;;111128;111202;18,9;15,15;7,3;;48HRS;No plastic bag;3,75;
;GPS261-6-0-roots;Fldpln;F261-0;6;roots;0;NA;0;NA;0;14;FldPln;;111124;963;2013;;111128;111202;8,53;8,05;7,3;;48HRS;No plastic bag;0,48;
;GPS261-1-20-leaves;Fldpln;F261-20;1;leaves;20;NA;20;NA;3;14;FldPln;;111124;964;2014;;111128;111202;8,9;8,42;8,3;;48HRS;No plastic bag;0,48;
;GPS261-1-0-dm;Fldpln;F261-20;1;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;965;2015;;111128;111202;9,02;8,53;8,2;;48HRS;No plastic bag;0,49;
;GPS261-1-0-stem;Fldpln;F261-20;1;stems;20;NA;20;NA;3;14;FldPln;;111124;966;2016;;111128;111202;17,21;14,52;8,2;;48HRS;No plastic bag;2,69;
;GPS261-1-0-roots;Fldpln;F261-20;1;roots;20;NA;20;NA;3;14;FldPln;;111124;967;2017;;111128;111202;12,13;11,42;8,3;;48HRS;No plastic bag;0,71;
;GPS261-2-20-leaves;Fldpln;F261-20;2;leaves;20;NA;20;NA;3;14;FldPln;;111124;968;2018;;111128;111202;7,61;7,21;7,1;;48HRS;No plastic bag;0,40;
;GPS261-2-20-dm;Fldpln;F261-20;2;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;969;2019;;111128;111202;7,8;7,38;7,3;;48HRS;No plastic bag;0,42;
;GPS261-2-20-stem;Fldpln;F261-20;2;stems;20;NA;20;NA;3;14;FldPln;;111124;970;2020;;111128;111202;13,8;11,97;7,3;;48HRS;No plastic bag;1,83;
;GPS261-2-20-roots;Fldpln;F261-20;2;roots;20;NA;20;NA;3;14;FldPln;;111124;971;2021;;111128;111202;9,22;8,69;7,1;;48HRS;No plastic bag;0,53;
;GPS261-3-20-leaves;Fldpln;F261-20;3;leaves;20;NA;20;NA;3;14;FldPln;;111124;972;2022;;111128;111202;7,77;7,35;7,3;;48HRS;No plastic bag;0,42;
;GPS261-3-20-dm;Fldpln;F261-20;3;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;973;2023;;111128;111202;7,78;7,34;7;;48HRS;No plastic bag;0,44;
;GPS261-3-20-stem;Fldpln;F261-20;3;stems;20;NA;20;NA;3;14;FldPln;;111124;974;2024;;111128;111202;11,12;9,57;7,3;;48HRS;No plastic bag;1,55;
;GPS261-3-20-roots;Fldpln;F261-20;3;roots;20;NA;20;NA;3;14;FldPln;;111124;975;2025;;111128;111202;8,8;8,31;7,3;;48HRS;No plastic bag;0,49;
;GPS261-4-20-leaves;Fldpln;F261-20;4;leaves;20;NA;20;NA;3;14;FldPln;;111124;976;2026;;111128;111202;8,77;8,37;8,3;;48HRS;No plastic bag;0,40;
;GPS261-4-20-dm;Fldpln;F261-20;4;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;977;2027;;111128;111202;8,88;8,3;8,2;;48HRS;No plastic bag;0,58;
;GPS261-4-20-stem;Fldpln;F261-20;4;stems;20;NA;20;NA;3;14;FldPln;;111124;978;2028;;111128;111202;14,53;12,56;8,3;;48HRS;No plastic bag;1,97;
;GPS261-4-20-roots;Fldpln;F261-20;4;roots;20;NA;20;NA;3;14;FldPln;;111124;979;2029;;111128;111202;12,55;11,75;8,1;;48HRS;No plastic bag;0,80;
;GPS261-5-20-leaves;Fldpln;F261-20;5;leaves;20;NA;20;NA;3;14;FldPln;;111124;980;2030;;111128;111202;8,77;8,27;8,1;;48HRS;No plastic bag;0,50;
;GPS261-5-20-dm;Fldpln;F261-20;5;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;981;2031;;111128;111202;9,06;8,48;7,3;;48HRS;No plastic bag;0,58;
;GPS261-5-20-stems;Fldpln;F261-20;5;stems;20;NA;20;NA;3;14;FldPln;;111124;982;2032;;111128;111202;14,24;11,57;8,1;;48HRS;No plastic bag;2,67;
;GPS261-5-20-roots;Fldpln;F261-20;5;roots;20;NA;20;NA;3;14;FldPln;;111124;983;2033;;111128;111202;12,53;11,66;8,1;;48HRS;No plastic bag;0,87;
;GPS261-6-20-leaves;Fldpln;F261-20;6;leaves;20;NA;20;NA;3;14;FldPln;;111124;984;2034;;111128;111202;8,03;7,43;7,1;;48HRS;No plastic bag;0,60;
;GPS261-6-20-dm;Fldpln;F261-20;6;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;985;2035;;111128;111202;9,56;8,79;8,2;;48HRS;No plastic bag;0,77;
;GPS261-6-20-stems;Fldpln;F261-20;6;stems;20;NA;20;NA;3;14;FldPln;;111124;986;2036;;111128;111202;20,15;15,22;8,1;;48HRS;No plastic bag;4,93;
;GPS261-6-20-roots;Fldpln;F261-20;6;roots;20;NA;20;NA;3;14;FldPln;;111124;987;2037;;111128;111202;13,78;12,77;8,2;;48HRS;No plastic bag;1,01;
;GPS300-1-20-leaves;Fldpln;F300-20;1;leaves;20;NA;20;NA;3;14;FldPln;;111124;988;2038;;111128;111202;7,62;7,34;7,3;;48HRS;No plastic bag;0,28;
;GPS300-1-20-dm;Fldpln;F300-20;1;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;989;2039;;111128;111202;7,76;7,37;7,2;;48HRS;No plastic bag;0,39;
;GPS300-1-20-stem;Fldpln;F300-20;1;stems;20;NA;20;NA;3;14;FldPln;;111124;990;2040;;111128;111202;9,36;8,38;7,2;;48HRS;No plastic bag;0,98;
;GPS300-1-20-roots;Fldpln;F300-20;1;roots;20;NA;20;NA;3;14;FldPln;;111124;991;2041;;111128;111202;7,83;7,42;7,2;;48HRS;No plastic bag;0,41;
;GPS300-2-20-leaves;Fldpln;F300-20;2;leaves;20;NA;20;NA;3;14;FldPln;;111124;992;2042;;111128;111202;8,67;8,29;8,1;;48HRS;No plastic bag;0,38;
;GPS300-2-20-dm;Fldpln;F300-20;2;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;993;2043;;111128;111202;8,64;8,29;8,2;;48HRS;No plastic bag;0,35;
;GPS300-2-20-stem;Fldpln;F300-20;2;stems;20;NA;20;NA;3;14;FldPln;;111124;994;2044;;111128;111202;11,95;10,24;8,3;;48HRS;No plastic bag;1,71;
;GPS300-2-20-roots;Fldpln;F300-20;2;roots;20;NA;20;NA;3;14;FldPln;;111124;995;2045;;111128;111202;9,62;9,16;8,3;;48HRS;No plastic bag;0,46;
;GPS300-3-20-leaves;Fldpln;F300-20;3;leaves;20;NA;20;NA;3;14;FldPln;;111124;996;2046;;111128;111202;8,78;8,36;8,3;;48HRS;No plastic bag;0,42;
;GPS300-3-20-dm;Fldpln;F300-20;3;dry_matter;20;NA;20;NA;3;14;FldPln;;111124;997;2047;;111128;111202;8,67;8,15;8,2;;48HRS;No plastic bag;0,52;
;GPS300-3-20-stem;Fldpln;F300-20;3;stems;20;NA;20;NA;3;14;FldPln;;111124;998;2048;;111128;111202;10,5;9,16;8,4;;48HRS;No plastic bag;1,34;
;GPS300-3-20-roots;Fldpln;F300-20;3;roots;20;NA;20;NA;3;14;FldPln;;111124;999;2049;;111128;111202;10,14;9,53;8,2;;48HRS;No plastic bag;0,61;
;GPS247-1-50-leaves;Fldpln;F247-50;1;leaves;50;NA;50;NA;3;14;FldPln;;111124;1000;2050;;111128;111202;8,11;7,41;8,2;;48HRS;No plastic bag;0,70;
;              - d.m;Fldpln;F247-50;1;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1001;2051;;111128;111202;8,73;8,12;8,3;;48HRS;No plastic bag;0,61;
;               -stem;Fldpln;F247-50;1;stems;50;NA;50;NA;3;14;FldPln;;111124;1002;2052;;111128;111202;26,55;18,8;8,2;;48HRS;No plastic bag;7,75;
;              -roots;Fldpln;F247-50;1;roots;50;NA;50;NA;3;14;FldPln;;111124;1003;2053;;111128;111202;9,27;8,52;8,2;;48HRS;No plastic bag;0,75;
;GPS247-2-50-leaves;Fldpln;F247-50;2;leaves;50;NA;50;NA;3;14;FldPln;;111124;1004;2054;;111128;111202;9,14;8,36;8,3;;48HRS;No plastic bag;0,78;
;            -d.m;Fldpln;F247-50;2;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1005;2055;;111128;111202;10,03;9,14;8,2;;48HRS;No plastic bag;0,89;
;           -stem;Fldpln;F247-50;2;stems;50;NA;50;NA;3;14;FldPln;;111124;1006;2056;;111128;111202;22,38;16,8;8,2;;48HRS;No plastic bag;5,58;
;           -roots;Fldpln;F247-50;2;roots;50;NA;50;NA;3;14;FldPln;;111124;1007;2057;;111128;111202;10,53;9,6;7,2;;48HRS;No plastic bag;0,93;
;GPS247-3-50-leaves;Fldpln;F247-50;3;leaves;50;NA;50;NA;3;14;FldPln;;111124;1008;2058;;111128;111202;7,9;7,41;7,2;;48HRS;No plastic bag;0,49;
;            -d.m;Fldpln;F247-50;3;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1009;2059;;111128;111202;9,71;8,99;8,3;;48HRS;No plastic bag;0,72;
;            -stem;Fldpln;F247-50;3;stems;50;NA;50;NA;3;14;FldPln;;111124;1010;2060;;111128;111202;19,24;13,48;7,3;;48HRS;No plastic bag;5,76;
;            -roots;Fldpln;F247-50;3;roots;50;NA;50;NA;3;14;FldPln;;111124;1011;2061;;111128;111202;9,04;8,42;7,3;;48HRS;No plastic bag;0,62;
;GPS261-1-50-leaves;Fldpln;F261-50;1;leaves;50;NA;50;NA;3;14;FldPln;;111124;1012;2062;;111128;111202;8,97;8,37;7,9;;48HRS;No plastic bag;0,60;
;            -d.m;Fldpln;F261-50;1;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1013;2063;;111128;111202;8,17;7,62;7,5;;48HRS;No plastic bag;0,55;
;            -stem;Fldpln;F261-50;1;stems;50;NA;50;NA;3;14;FldPln;;111124;1014;2064;;111128;111202;17,77;13,21;7,2;;48HRS;No plastic bag;4,56;
;            -roots;Fldpln;F261-50;1;roots;50;NA;50;NA;3;14;FldPln;;111124;1015;2065;;111128;111202;9,42;8,89;7,2;;48HRS;No plastic bag;0,53;
;GPS261-2-50-leaves;Fldpln;F261-50;2;leaves;50;NA;50;NA;3;14;FldPln;;111124;1016;2066;;111128;111202;7,77;7,36;7,2;;48HRS;No plastic bag;0,41;
;            -d.m;Fldpln;F261-50;2;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1017;2067;;111128;111202;8,05;7,54;7,2;;48HRS;No plastic bag;0,51;
;            -stem;Fldpln;F261-50;2;stems;50;NA;50;NA;3;14;FldPln;;111124;1018;2068;;111128;111202;13,15;10,69;7,2;;48HRS;No plastic bag;2,46;
;            -roots;Fldpln;F261-50;2;roots;50;NA;50;NA;3;14;FldPln;;111124;1019;2069;;111128;111202;8,83;8,25;7,3;;48HRS;No plastic bag;0,58;
;GPS261-3-50-leaves;Fldpln;F261-50;3;leaves;50;NA;50;NA;3;14;FldPln;;111124;1020;2070;;111128;111202;8,77;8,21;8,2;;48HRS;No plastic bag;0,56;
;            -d.m;Fldpln;F261-50;3;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1021;2071;;111128;111202;8,93;8,35;8,2;;48HRS;No plastic bag;0,58;
;            -stem;Fldpln;F261-50;3;stems;50;NA;50;NA;3;14;FldPln;;111124;1022;2072;;111128;111202;16,14;14,4;8,2;;48HRS;No plastic bag;1,74;
;            -roots;Fldpln;F261-50;3;roots;50;NA;50;NA;3;14;FldPln;;111124;1023;2073;;111128;111202;10,36;9,77;8,2;;48HRS;No plastic bag;0,59;
;GPS261-4-50-leaves;Fldpln;F261-50;4;leaves;50;NA;50;NA;3;14;FldPln;;111124;1024;2074;;111128;111202;8,61;8,06;8,2;;48HRS;No plastic bag;0,55;
;            -d.m;Fldpln;F261-50;4;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1025;2075;;111128;111202;7,62;7,15;7,2;;48HRS;No plastic bag;0,47;
;            -stem;Fldpln;F261-50;4;stems;50;NA;50;NA;3;14;FldPln;;111124;1026;2076;;111128;111202;10,47;9,4;8,2;;48HRS;No plastic bag;1,07;
;            -roots;Fldpln;F261-50;4;roots;50;NA;50;NA;3;14;FldPln;;111124;1027;2077;;111128;111202;9,08;8,55;8,2;;48HRS;No plastic bag;0,53;
;GPS261-5-50-leaves;Fldpln;F261-50;5;leaves;50;NA;50;NA;3;14;FldPln;;111124;1028;2078;;111128;111202;7,45;7,14;-;;48HRS;No plastic bag;0,31;
;            -d.m;Fldpln;F261-50;5;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1029;2079;;111128;111202;7,84;7,44;7,3;;48HRS;No plastic bag;0,40;
;            -stem;Fldpln;F261-50;5;stems;50;NA;50;NA;3;14;FldPln;;111124;1030;2080;;111128;111202;10,5;9,47;8,2;;48HRS;No plastic bag;1,03;
;            -roots;Fldpln;F261-50;5;roots;50;NA;50;NA;3;14;FldPln;;111124;1031;2081;;111128;111202;9,3;8,79;8,2;;48HRS;No plastic bag;0,51;
;GPS261-6-50-leaves;Fldpln;F261-50;6;leaves;50;NA;50;NA;3;14;FldPln;;111124;1032;2082;;111128;111202;7,74;7,32;7,3;;48HRS;No plastic bag;0,42;
;            -d.m;Fldpln;F261-50;6;dry_matter;50;NA;50;NA;3;14;FldPln;;111124;1033;2083;;111128;111202;8,21;7,69;7,2;;48HRS;No plastic bag;0,52;
;            -stem;Fldpln;F261-50;6;stems;50;NA;50;NA;3;14;FldPln;;111124;1034;2084;;111128;111202;14,22;11,78;7,3;;48HRS;No plastic bag;2,44;
;            -roots;Fldpln;F261-50;6;roots;50;NA;50;NA;3;14;FldPln;;111124;1035;2085;;111128;111202;10,15;9,54;8,2;;48HRS;No plastic bag;0,61;
;GPS261-1-80-leaves;Fldpln;F261-80;1;leaves;80;NA;80;NA;3;14;FldPln;;111124;1036;2086;;111128;111202;9,1;8,37;8,4;;48HRS;No plastic bag;0,73;
;            -d.m;Fldpln;F261-80;1;dry_matter;80;NA;80;NA;3;14;FldPln;;111124;1037;2087;;111128;111202;9,08;8,43;8,2;;48HRS;No plastic bag;0,65;
;            -stem;Fldpln;F261-80;1;stems;80;NA;80;NA;3;14;FldPln;;111124;1038;2088;;111128;111202;13,7;11,42;8,3;;48HRS;No plastic bag;2,28;
;           -roots;Fldpln;F261-80;1;roots;80;NA;80;NA;3;14;FldPln;;111124;1039;2089;;111128;111202;10,5;9,76;8,3;;48HRS;No plastic bag;0,74;
;GPS261-2-80-leaves;Fldpln;F261-80;2;leaves;80;NA;80;NA;3;14;FldPln;;111124;1040;2090;;111128;111202;8,78;8,08;8,3;;48HRS;No plastic bag;0,70;
;            -d.m;Fldpln;F261-80;2;dry_matter;80;NA;80;NA;3;14;FldPln;;111124;1041;2091;;111128;111202;7,66;7,19;7,1;;48HRS;No plastic bag;0,47;
;            -stem;Fldpln;F261-80;2;stems;80;NA;80;NA;3;14;FldPln;;111124;1042;2092;;111128;111202;10,64;9,52;8,2;;48HRS;No plastic bag;1,12;
;            -roots;Fldpln;F261-80;2;roots;80;NA;80;NA;3;14;FldPln;;111124;1043;2093;;111128;111202;11,29;10,4;8,3;;48HRS;No plastic bag;0,89;
;GPS261-3-80-leaves;Fldpln;F261-80;3;leaves;80;NA;80;NA;3;14;FldPln;;111124;1044;2094;;111128;111202;7,86;7,37;7,4;;48HRS;No plastic bag;0,49;
;            -d.m;Fldpln;F261-80;3;dry_matter;80;NA;80;NA;3;14;FldPln;;111124;1045;2095;;111128;111202;8,07;7,5;7,4;;48HRS;No plastic bag;0,57;
;            -stem;Fldpln;F261-80;3;stems;80;NA;80;NA;3;14;FldPln;;111124;1046;2096;;111128;111202;11,73;10,22;7,3;;48HRS;No plastic bag;1,51;
;            -roots;Fldpln;F261-80;3;roots;80;NA;80;NA;3;14;FldPln;;111124;1047;2097;;111128;111202;10,21;9,48;7,4;;48HRS;No plastic bag;0,73;
;GPS261-4-80-leaves;Fldpln;F261-80;4;leaves;80;NA;80;NA;3;14;FldPln;;111124;1048;2098;;111128;111202;7,98;7,5;7,2;;48HRS;No plastic bag;0,48;
;             -d.m;Fldpln;F261-80;4;dry_matter;80;NA;80;NA;3;14;FldPln;;111124;1049;2099;;111128;111202;8,59;8,02;7,4;;48HRS;No plastic bag;0,57;
;             -stem;Fldpln;F261-80;4;stems;80;NA;80;NA;3;14;FldPln;;111124;1050;2100;;111128;111202;19,9;14,66;7,2;;48HRS;No plastic bag;5,24;
;              -roots;Fldpln;F261-80;4;roots;80;NA;80;NA;3;14;FldPln;;111124;1051;2101;;111128;111202;10,22;9,46;8,2;;48HRS;No plastic bag;0,76;
